"YEAR","Severity Class of Crash","County","Type of Factor","Contributing Factors","Total"
"2021","","ROCKLAND","Crashes With Human Factors","Other Human","."
"2021","","ROCKLAND","Crashes With Vehicular Factors","Accelerator Defective","12"
"2021","","ROCKLAND","Crashes With Vehicular Factors","Brakes Defective","43"
"2021","","ROCKLAND","Crashes With Vehicular Factors","Driverless/Runaway Vehicle","23"
"2021","","ROCKLAND","Crashes With Vehicular Factors","Headlights Defective","1"
"2021","","ROCKLAND","Crashes With Vehicular Factors","Other Lighting Defects","2"
"2021","","ROCKLAND","Crashes With Vehicular Factors","Oversized Vehicle","39"
"2021","","ROCKLAND","Crashes With Vehicular Factors","Steering Failure","19"
"2021","","ROCKLAND","Crashes With Vehicular Factors","Tinted Windows","1"
"2021","","ROCKLAND","Crashes With Vehicular Factors","Tire Failure/Inadequate","42"
"2021","","ROCKLAND","Crashes With Vehicular Factors","Tow Hitch Defective","2"
"2021","","ROCKLAND","Crashes With Vehicular Factors","Windshield Inadequate","."
"2021","","ROCKLAND","Crashes With Vehicular Factors","Other Vehicular","113"
"2021","","ROCKLAND","Crashes With Environmental Factors","Animal's Action","578"
"2021","","ROCKLAND","Crashes With Environmental Factors","Glare","47"
"2021","","ROCKLAND","Crashes With Environmental Factors","Lane Marking Improper/Inadequate","7"
"2021","","ROCKLAND","Crashes With Environmental Factors","Obstruction/Debris","122"
"2021","","ROCKLAND","Crashes With Environmental Factors","Pavement Defective","11"
"2021","","ROCKLAND","Crashes With Environmental Factors","Pavement Slippery","406"
"2021","","ROCKLAND","Crashes With Environmental Factors","Shoulders Defective/Improper","2"
"2021","","ROCKLAND","Crashes With Environmental Factors","Traffic Control Device Improper/Non-Working","9"
"2021","","ROCKLAND","Crashes With Environmental Factors","View Obstructed/Limited","167"
"2021","","SUFFOLK","Crashes With Human Factors","Aggressive Driving/Road Rage","198"
"2021","","SUFFOLK","Crashes With Human Factors","Alcohol Involvement","820"
"2021","","SUFFOLK","Crashes With Human Factors","Backing Unsafely","1,757"
"2021","","SUFFOLK","Crashes With Human Factors","Cell Phone (hand held)","119"
"2021","","SUFFOLK","Crashes With Human Factors","Cell Phone (hands-free)","20"
"2021","","SUFFOLK","Crashes With Human Factors","Driver Inattention/Distraction","9,680"
"2021","","SUFFOLK","Crashes With Human Factors","Driver Inexperience","1,264"
"2021","","SUFFOLK","Crashes With Human Factors","Drugs (Illegal)","103"
"2021","","SUFFOLK","Crashes With Human Factors","Eating or Drinking","19"
"2021","","SUFFOLK","Crashes With Human Factors","Failure to Keep Right","282"
"2021","","SUFFOLK","Crashes With Human Factors","Failure to Yield Right-of-Way","7,172"
"2021","","SUFFOLK","Crashes With Human Factors","Fatigued/Drowsy","207"
"2021","","SUFFOLK","Crashes With Human Factors","Fell Asleep","373"
"2021","","SUFFOLK","Crashes With Human Factors","Following Too Closely","7,949"
"2021","","SUFFOLK","Crashes With Human Factors","Illness","149"
"2021","","SUFFOLK","Crashes With Human Factors","Listening/Using Headphones","2"
"2021","","SUFFOLK","Crashes With Human Factors","Lost Consciousness","136"
"2021","","SUFFOLK","Crashes With Human Factors","Other Electronic Device","18"
"2021","","SUFFOLK","Crashes With Human Factors","Outside Car Distraction","121"
"2021","","SUFFOLK","Crashes With Human Factors","Passenger Distraction","90"
"2021","","SUFFOLK","Crashes With Human Factors","Passing/Lane Changing/Improper Use","5,035"
"2021","","SUFFOLK","Crashes With Human Factors","Pedestrian/Bicyclist Error/Confusion","190"
"2021","","SUFFOLK","Crashes With Human Factors","Physical Disability","45"
"2021","","SUFFOLK","Crashes With Human Factors","Prescription Medication","21"
"2021","","SUFFOLK","Crashes With Human Factors","Reaction to Other Uninvolved Vehicle","1,429"
"2021","","SUFFOLK","Crashes With Human Factors","Texting","11"
"2021","","SUFFOLK","Crashes With Human Factors","Traffic Control Device Disregarded","1,570"
"2021","","SUFFOLK","Crashes With Human Factors","Turning Improperly","2,081"
"2021","","SUFFOLK","Crashes With Human Factors","Unsafe Speed","2,904"
"2021","","SUFFOLK","Crashes With Human Factors","Using On Board Navigation Device","12"
"2021","","SUFFOLK","Crashes With Human Factors","Other Human","1"
"2021","","SUFFOLK","Crashes With Vehicular Factors","Accelerator Defective","35"
"2021","","SUFFOLK","Crashes With Vehicular Factors","Brakes Defective","271"
"2021","","SUFFOLK","Crashes With Vehicular Factors","Driverless/Runaway Vehicle","31"
"2021","","SUFFOLK","Crashes With Vehicular Factors","Headlights Defective","14"
"2021","","SUFFOLK","Crashes With Vehicular Factors","Other Lighting Defects","17"
"2021","","SUFFOLK","Crashes With Vehicular Factors","Oversized Vehicle","126"
"2021","","SUFFOLK","Crashes With Vehicular Factors","Steering Failure","132"
"2021","","SUFFOLK","Crashes With Vehicular Factors","Tinted Windows","1"
"2021","","SUFFOLK","Crashes With Vehicular Factors","Tire Failure/Inadequate","162"
"2021","","SUFFOLK","Crashes With Vehicular Factors","Tow Hitch Defective","17"
"2021","","SUFFOLK","Crashes With Vehicular Factors","Windshield Inadequate","2"
"2021","","SUFFOLK","Crashes With Vehicular Factors","Other Vehicular","396"
"2021","","SUFFOLK","Crashes With Environmental Factors","Animal's Action","1,368"
"2021","","SUFFOLK","Crashes With Environmental Factors","Glare","401"
"2021","","SUFFOLK","Crashes With Environmental Factors","Lane Marking Improper/Inadequate","20"
"2021","","SUFFOLK","Crashes With Environmental Factors","Obstruction/Debris","185"
"2021","","SUFFOLK","Crashes With Environmental Factors","Pavement Defective","51"
"2021","","SUFFOLK","Crashes With Environmental Factors","Pavement Slippery","1,813"
"2021","","SUFFOLK","Crashes With Environmental Factors","Shoulders Defective/Improper","16"
"2021","","SUFFOLK","Crashes With Environmental Factors","Traffic Control Device Improper/Non-Working","30"
"2021","","SUFFOLK","Crashes With Environmental Factors","View Obstructed/Limited","776"
"2021","","SUFFOLK","Crashes With Environmental Factors","Other Environmental","."
"2021","","WESTCHESTER","Crashes With Human Factors","Aggressive Driving/Road Rage","104"
"2021","","WESTCHESTER","Crashes With Human Factors","Alcohol Involvement","472"
"2021","","WESTCHESTER","Crashes With Human Factors","Backing Unsafely","807"
"2021","","WESTCHESTER","Crashes With Human Factors","Cell Phone (hand held)","42"
"2021","","WESTCHESTER","Crashes With Human Factors","Cell Phone (hands-free)","17"
"2021","","WESTCHESTER","Crashes With Human Factors","Driver Inattention/Distraction","3,918"
"2021","","WESTCHESTER","Crashes With Human Factors","Driver Inexperience","678"
"2021","","WESTCHESTER","Crashes With Human Factors","Drugs (Illegal)","42"
"2021","","WESTCHESTER","Crashes With Human Factors","Eating or Drinking","13"
"2021","","WESTCHESTER","Crashes With Human Factors","Failure to Keep Right","201"
"2021","","WESTCHESTER","Crashes With Human Factors","Failure to Yield Right-of-Way","1,929"
"2021","","WESTCHESTER","Crashes With Human Factors","Fatigued/Drowsy","99"
"2021","","WESTCHESTER","Crashes With Human Factors","Fell Asleep","200"
"2021","","WESTCHESTER","Crashes With Human Factors","Following Too Closely","3,084"
"2021","","WESTCHESTER","Crashes With Human Factors","Illness","88"
"2021","","WESTCHESTER","Crashes With Human Factors","Listening/Using Headphones","2"
"2021","","WESTCHESTER","Crashes With Human Factors","Lost Consciousness","71"
"2021","","WESTCHESTER","Crashes With Human Factors","Other Electronic Device","16"
"2021","","WESTCHESTER","Crashes With Human Factors","Outside Car Distraction","78"
"2021","","WESTCHESTER","Crashes With Human Factors","Passenger Distraction","54"
"2021","","WESTCHESTER","Crashes With Human Factors","Passing/Lane Changing/Improper Use","3,000"
"2021","","WESTCHESTER","Crashes With Human Factors","Pedestrian/Bicyclist Error/Confusion","116"
"2021","","WESTCHESTER","Crashes With Human Factors","Physical Disability","32"
"2021","","WESTCHESTER","Crashes With Human Factors","Prescription Medication","13"
"2021","","WESTCHESTER","Crashes With Human Factors","Reaction to Other Uninvolved Vehicle","895"
"2021","","WESTCHESTER","Crashes With Human Factors","Texting","4"
"2021","","WESTCHESTER","Crashes With Human Factors","Traffic Control Device Disregarded","618"
"2021","","WESTCHESTER","Crashes With Human Factors","Turning Improperly","847"
"2021","","WESTCHESTER","Crashes With Human Factors","Unsafe Speed","1,881"
"2021","","WESTCHESTER","Crashes With Human Factors","Using On Board Navigation Device","12"
"2021","","WESTCHESTER","Crashes With Human Factors","Other Human","12"
"2021","","WESTCHESTER","Crashes With Vehicular Factors","Accelerator Defective","25"
"2021","","WESTCHESTER","Crashes With Vehicular Factors","Brakes Defective","123"
"2021","","WESTCHESTER","Crashes With Vehicular Factors","Driverless/Runaway Vehicle","35"
"2021","","WESTCHESTER","Crashes With Vehicular Factors","Headlights Defective","2"
"2021","","WESTCHESTER","Crashes With Vehicular Factors","Other Lighting Defects","6"
"2021","","WESTCHESTER","Crashes With Vehicular Factors","Oversized Vehicle","201"
"2021","","WESTCHESTER","Crashes With Vehicular Factors","Steering Failure","70"
"2021","","WESTCHESTER","Crashes With Vehicular Factors","Tinted Windows","2"
"2021","","WESTCHESTER","Crashes With Vehicular Factors","Tire Failure/Inadequate","111"
"2021","","WESTCHESTER","Crashes With Vehicular Factors","Tow Hitch Defective","5"
"2021","","WESTCHESTER","Crashes With Vehicular Factors","Windshield Inadequate","."
"2021","","WESTCHESTER","Crashes With Vehicular Factors","Other Vehicular","366"
"2021","","WESTCHESTER","Crashes With Environmental Factors","Animal's Action","482"
"2021","","WESTCHESTER","Crashes With Environmental Factors","Glare","138"
"2021","","WESTCHESTER","Crashes With Environmental Factors","Lane Marking Improper/Inadequate","10"
"2021","","WESTCHESTER","Crashes With Environmental Factors","Obstruction/Debris","327"
"2021","","WESTCHESTER","Crashes With Environmental Factors","Pavement Defective","26"
"2021","","WESTCHESTER","Crashes With Environmental Factors","Pavement Slippery","1,031"
"2021","","WESTCHESTER","Crashes With Environmental Factors","Shoulders Defective/Improper","4"
"2021","","WESTCHESTER","Crashes With Environmental Factors","Traffic Control Device Improper/Non-Working","13"
"2021","","WESTCHESTER","Crashes With Environmental Factors","View Obstructed/Limited","469"
"2021","","WESTCHESTER","Crashes With Environmental Factors","Other Environmental","7"
"2021","Fatal","BRONX","Crashes With Human Factors","Aggressive Driving/Road Rage","2"
"2021","Fatal","BRONX","Crashes With Human Factors","Alcohol Involvement","5"
"2021","Fatal","BRONX","Crashes With Human Factors","Backing Unsafely","."
"2021","Fatal","BRONX","Crashes With Human Factors","Cell Phone (hand held)","."
"2021","Fatal","BRONX","Crashes With Human Factors","Cell Phone (hands-free)","."
"2021","Fatal","BRONX","Crashes With Human Factors","Driver Inattention/Distraction","5"
"2021","Fatal","BRONX","Crashes With Human Factors","Driver Inexperience","3"
"2021","Fatal","BRONX","Crashes With Human Factors","Drugs (Illegal)","."
"2021","Fatal","BRONX","Crashes With Human Factors","Eating or Drinking","."
"2021","Fatal","BRONX","Crashes With Human Factors","Failure to Keep Right","."
"2021","Fatal","BRONX","Crashes With Human Factors","Failure to Yield Right-of-Way","1"
"2021","Fatal","BRONX","Crashes With Human Factors","Fatigued/Drowsy","."
"2021","Fatal","BRONX","Crashes With Human Factors","Fell Asleep","."
"2021","Fatal","BRONX","Crashes With Human Factors","Following Too Closely","."
"2021","Fatal","BRONX","Crashes With Human Factors","Illness","."
"2021","Fatal","BRONX","Crashes With Human Factors","Listening/Using Headphones","."
"2021","Fatal","BRONX","Crashes With Human Factors","Lost Consciousness","."
"2021","Fatal","BRONX","Crashes With Human Factors","Other Electronic Device","."
"2021","Fatal","BRONX","Crashes With Human Factors","Outside Car Distraction","."
"2021","Fatal","BRONX","Crashes With Human Factors","Passenger Distraction","."
"2021","Fatal","BRONX","Crashes With Human Factors","Passing/Lane Changing/Improper Use","3"
"2021","Fatal","BRONX","Crashes With Human Factors","Pedestrian/Bicyclist Error/Confusion","8"
"2021","Fatal","BRONX","Crashes With Human Factors","Physical Disability","."
"2021","Fatal","BRONX","Crashes With Human Factors","Prescription Medication","."
"2021","Fatal","BRONX","Crashes With Human Factors","Reaction to Other Uninvolved Vehicle","."
"2021","Fatal","BRONX","Crashes With Human Factors","Texting","."
"2021","Fatal","BRONX","Crashes With Human Factors","Traffic Control Device Disregarded","4"
"2021","Fatal","BRONX","Crashes With Human Factors","Turning Improperly","2"
"2021","Fatal","BRONX","Crashes With Human Factors","Unsafe Speed","20"
"2021","Fatal","BRONX","Crashes With Human Factors","Using On Board Navigation Device","."
"2021","Fatal","BRONX","Crashes With Human Factors","Vehicle Vandalism","."
"2021","Fatal","BRONX","Crashes With Human Factors","Other Human","."
"2021","Fatal","BRONX","Crashes With Vehicular Factors","Accelerator Defective","."
"2021","Fatal","BRONX","Crashes With Vehicular Factors","Brakes Defective","."
"2021","Fatal","BRONX","Crashes With Vehicular Factors","Driverless/Runaway Vehicle","."
"2021","Fatal","BRONX","Crashes With Vehicular Factors","Headlights Defective","."
"2021","Fatal","BRONX","Crashes With Vehicular Factors","Other Lighting Defects","."
"2021","Fatal","BRONX","Crashes With Vehicular Factors","Oversized Vehicle","."
"2021","Fatal","BRONX","Crashes With Vehicular Factors","Steering Failure","."
"2021","Fatal","BRONX","Crashes With Vehicular Factors","Tinted Windows","1"
"2021","Fatal","BRONX","Crashes With Vehicular Factors","Tire Failure/Inadequate","."
"2021","Fatal","BRONX","Crashes With Vehicular Factors","Tow Hitch Defective","."
"2021","Fatal","BRONX","Crashes With Vehicular Factors","Windshield Inadequate","."
"2021","Fatal","BRONX","Crashes With Vehicular Factors","Other Vehicular","."
"2021","Fatal","BRONX","Crashes With Environmental Factors","Animal's Action","."
"2021","Fatal","BRONX","Crashes With Environmental Factors","Glare","."
"2021","Fatal","BRONX","Crashes With Environmental Factors","Lane Marking Improper/Inadequate","."
"2021","Fatal","BRONX","Crashes With Environmental Factors","Obstruction/Debris","1"
"2021","Fatal","BRONX","Crashes With Environmental Factors","Pavement Defective","1"
"2021","Fatal","BRONX","Crashes With Environmental Factors","Pavement Slippery","."
"2021","Fatal","BRONX","Crashes With Environmental Factors","Shoulders Defective/Improper","."
"2021","Fatal","BRONX","Crashes With Environmental Factors","Traffic Control Device Improper/Non-Working","."
"2021","Fatal","BRONX","Crashes With Environmental Factors","View Obstructed/Limited","."
"2021","Fatal","KINGS","Crashes With Human Factors","Aggressive Driving/Road Rage","1"
"2021","Fatal","KINGS","Crashes With Human Factors","Alcohol Involvement","5"
"2021","Fatal","KINGS","Crashes With Human Factors","Backing Unsafely","."
"2021","Fatal","KINGS","Crashes With Human Factors","Cell Phone (hand held)","."
"2021","Fatal","KINGS","Crashes With Human Factors","Cell Phone (hands-free)","."
"2021","Fatal","KINGS","Crashes With Human Factors","Driver Inattention/Distraction","17"
"2021","Fatal","KINGS","Crashes With Human Factors","Driver Inexperience","1"
"2021","Fatal","KINGS","Crashes With Human Factors","Drugs (Illegal)","1"
"2021","Fatal","KINGS","Crashes With Human Factors","Eating or Drinking","."
"2021","Fatal","KINGS","Crashes With Human Factors","Failure to Keep Right","."
"2021","Fatal","KINGS","Crashes With Human Factors","Failure to Yield Right-of-Way","11"
"2021","Fatal","KINGS","Crashes With Human Factors","Fatigued/Drowsy","."
"2021","Fatal","KINGS","Crashes With Human Factors","Fell Asleep","."
"2021","Fatal","KINGS","Crashes With Human Factors","Following Too Closely","1"
"2021","Fatal","KINGS","Crashes With Human Factors","Illness","1"
"2021","Fatal","KINGS","Crashes With Human Factors","Listening/Using Headphones","."
"2021","Fatal","KINGS","Crashes With Human Factors","Lost Consciousness","1"
"2021","Fatal","KINGS","Crashes With Human Factors","Other Electronic Device","."
"2021","Fatal","KINGS","Crashes With Human Factors","Outside Car Distraction","."
"2021","Fatal","KINGS","Crashes With Human Factors","Passenger Distraction","."
"2021","Fatal","KINGS","Crashes With Human Factors","Passing/Lane Changing/Improper Use","4"
"2021","Fatal","KINGS","Crashes With Human Factors","Pedestrian/Bicyclist Error/Confusion","17"
"2021","Fatal","KINGS","Crashes With Human Factors","Physical Disability","."
"2021","Fatal","KINGS","Crashes With Human Factors","Prescription Medication","."
"2021","Fatal","KINGS","Crashes With Human Factors","Reaction to Other Uninvolved Vehicle","1"
"2021","Fatal","KINGS","Crashes With Human Factors","Texting","."
"2021","Fatal","KINGS","Crashes With Human Factors","Traffic Control Device Disregarded","8"
"2021","Fatal","KINGS","Crashes With Human Factors","Turning Improperly","1"
"2021","Fatal","KINGS","Crashes With Human Factors","Unsafe Speed","22"
"2021","Fatal","KINGS","Crashes With Human Factors","Using On Board Navigation Device","."
"2021","Fatal","KINGS","Crashes With Human Factors","Other Human","."
"2021","Fatal","KINGS","Crashes With Vehicular Factors","Accelerator Defective","."
"2021","Fatal","KINGS","Crashes With Vehicular Factors","Brakes Defective","."
"2021","Fatal","KINGS","Crashes With Vehicular Factors","Driverless/Runaway Vehicle","."
"2021","Fatal","KINGS","Crashes With Vehicular Factors","Headlights Defective","."
"2021","Fatal","KINGS","Crashes With Vehicular Factors","Other Lighting Defects","."
"2021","Fatal","KINGS","Crashes With Vehicular Factors","Oversized Vehicle","."
"2021","Fatal","KINGS","Crashes With Vehicular Factors","Steering Failure","."
"2021","Fatal","KINGS","Crashes With Vehicular Factors","Tinted Windows","."
"2021","Fatal","KINGS","Crashes With Vehicular Factors","Tire Failure/Inadequate","."
"2021","Fatal","KINGS","Crashes With Vehicular Factors","Tow Hitch Defective","."
"2021","Fatal","KINGS","Crashes With Vehicular Factors","Windshield Inadequate","."
"2021","Fatal","KINGS","Crashes With Vehicular Factors","Other Vehicular","1"
"2021","Fatal","KINGS","Crashes With Environmental Factors","Animal's Action","."
"2021","Fatal","KINGS","Crashes With Environmental Factors","Glare","."
"2021","Fatal","KINGS","Crashes With Environmental Factors","Lane Marking Improper/Inadequate","."
"2021","Fatal","KINGS","Crashes With Environmental Factors","Obstruction/Debris","."
"2021","Fatal","KINGS","Crashes With Environmental Factors","Pavement Defective","."
"2021","Fatal","KINGS","Crashes With Environmental Factors","Pavement Slippery","."
"2021","Fatal","KINGS","Crashes With Environmental Factors","Shoulders Defective/Improper","."
"2021","Fatal","KINGS","Crashes With Environmental Factors","Traffic Control Device Improper/Non-Working","."
"2021","Fatal","KINGS","Crashes With Environmental Factors","View Obstructed/Limited","1"
"2021","Fatal","NASSAU","Crashes With Human Factors","Aggressive Driving/Road Rage","1"
"2021","Fatal","NASSAU","Crashes With Human Factors","Alcohol Involvement","9"
"2021","Fatal","NASSAU","Crashes With Human Factors","Backing Unsafely","."
"2021","Fatal","NASSAU","Crashes With Human Factors","Cell Phone (hand held)","."
"2021","Fatal","NASSAU","Crashes With Human Factors","Cell Phone (hands-free)","."
"2021","Fatal","NASSAU","Crashes With Human Factors","Driver Inattention/Distraction","3"
"2021","Fatal","NASSAU","Crashes With Human Factors","Driver Inexperience","1"
"2021","Fatal","NASSAU","Crashes With Human Factors","Drugs (Illegal)","1"
"2021","Fatal","NASSAU","Crashes With Human Factors","Eating or Drinking","."
"2021","Fatal","NASSAU","Crashes With Human Factors","Failure to Keep Right","2"
"2021","Fatal","NASSAU","Crashes With Human Factors","Failure to Yield Right-of-Way","22"
"2021","Fatal","NASSAU","Crashes With Human Factors","Fatigued/Drowsy","."
"2021","Fatal","NASSAU","Crashes With Human Factors","Fell Asleep","1"
"2021","Fatal","NASSAU","Crashes With Human Factors","Following Too Closely","2"
"2021","Fatal","NASSAU","Crashes With Human Factors","Illness","4"
"2021","Fatal","NASSAU","Crashes With Human Factors","Listening/Using Headphones","."
"2021","Fatal","NASSAU","Crashes With Human Factors","Lost Consciousness","."
"2021","Fatal","NASSAU","Crashes With Human Factors","Other Electronic Device","."
"2021","Fatal","NASSAU","Crashes With Human Factors","Outside Car Distraction","."
"2021","Fatal","NASSAU","Crashes With Human Factors","Passenger Distraction","."
"2021","Fatal","NASSAU","Crashes With Human Factors","Passing/Lane Changing/Improper Use","11"
"2021","Fatal","NASSAU","Crashes With Human Factors","Pedestrian/Bicyclist Error/Confusion","23"
"2021","Fatal","NASSAU","Crashes With Human Factors","Physical Disability","."
"2021","Fatal","NASSAU","Crashes With Human Factors","Prescription Medication","."
"2021","Fatal","NASSAU","Crashes With Human Factors","Reaction to Other Uninvolved Vehicle","1"
"2021","Fatal","NASSAU","Crashes With Human Factors","Texting","."
"2021","Fatal","NASSAU","Crashes With Human Factors","Traffic Control Device Disregarded","4"
"2021","Fatal","NASSAU","Crashes With Human Factors","Turning Improperly","2"
"2021","Fatal","NASSAU","Crashes With Human Factors","Unsafe Speed","21"
"2021","Fatal","NASSAU","Crashes With Human Factors","Using On Board Navigation Device","."
"2021","Fatal","NASSAU","Crashes With Human Factors","Other Human","."
"2021","Fatal","NASSAU","Crashes With Vehicular Factors","Accelerator Defective","."
"2021","Fatal","NASSAU","Crashes With Vehicular Factors","Brakes Defective","."
"2021","Fatal","NASSAU","Crashes With Vehicular Factors","Driverless/Runaway Vehicle","."
"2021","Fatal","NASSAU","Crashes With Vehicular Factors","Headlights Defective","."
"2021","Fatal","NASSAU","Crashes With Vehicular Factors","Other Lighting Defects","1"
"2021","Fatal","NASSAU","Crashes With Vehicular Factors","Oversized Vehicle","."
"2021","Fatal","NASSAU","Crashes With Vehicular Factors","Steering Failure","."
"2021","Fatal","NASSAU","Crashes With Vehicular Factors","Tinted Windows","."
"2021","Fatal","NASSAU","Crashes With Vehicular Factors","Tire Failure/Inadequate","."
"2021","Fatal","NASSAU","Crashes With Vehicular Factors","Tow Hitch Defective","."
"2021","Fatal","NASSAU","Crashes With Vehicular Factors","Windshield Inadequate","."
"2021","Fatal","NASSAU","Crashes With Vehicular Factors","Other Vehicular","1"
"2021","Fatal","NASSAU","Crashes With Environmental Factors","Animal's Action","."
"2021","Fatal","NASSAU","Crashes With Environmental Factors","Glare","."
"2021","Fatal","NASSAU","Crashes With Environmental Factors","Lane Marking Improper/Inadequate","."
"2021","Fatal","NASSAU","Crashes With Environmental Factors","Obstruction/Debris","."
"2021","Fatal","NASSAU","Crashes With Environmental Factors","Pavement Defective","."
"2021","Fatal","NASSAU","Crashes With Environmental Factors","Pavement Slippery","2"
"2021","Fatal","NASSAU","Crashes With Environmental Factors","Shoulders Defective/Improper","."
"2021","Fatal","NASSAU","Crashes With Environmental Factors","Traffic Control Device Improper/Non-Working","."
"2021","Fatal","NASSAU","Crashes With Environmental Factors","View Obstructed/Limited","."
"2021","Fatal","NASSAU","Crashes With Environmental Factors","Other Environmental","."
"2021","Fatal","NEW YORK","Crashes With Human Factors","Aggressive Driving/Road Rage","."
"2021","Fatal","NEW YORK","Crashes With Human Factors","Alcohol Involvement","7"
"2021","Fatal","NEW YORK","Crashes With Human Factors","Backing Unsafely","1"
"2021","Fatal","NEW YORK","Crashes With Human Factors","Cell Phone (hand held)","."
"2021","Fatal","NEW YORK","Crashes With Human Factors","Cell Phone (hands-free)","."
"2021","Fatal","NEW YORK","Crashes With Human Factors","Driver Inattention/Distraction","9"
"2021","Fatal","NEW YORK","Crashes With Human Factors","Driver Inexperience","3"
"2021","Fatal","NEW YORK","Crashes With Human Factors","Drugs (Illegal)","."
"2021","Fatal","NEW YORK","Crashes With Human Factors","Eating or Drinking","."
"2021","Fatal","NEW YORK","Crashes With Human Factors","Failure to Keep Right","."
"2021","Fatal","NEW YORK","Crashes With Human Factors","Failure to Yield Right-of-Way","5"
"2021","Fatal","NEW YORK","Crashes With Human Factors","Fatigued/Drowsy","."
"2021","Fatal","NEW YORK","Crashes With Human Factors","Fell Asleep","."
"2021","Fatal","NEW YORK","Crashes With Human Factors","Following Too Closely","."
"2021","Fatal","NEW YORK","Crashes With Human Factors","Illness","."
"2021","Fatal","NEW YORK","Crashes With Human Factors","Listening/Using Headphones","."
"2021","Fatal","NEW YORK","Crashes With Human Factors","Lost Consciousness","."
"2021","Fatal","NEW YORK","Crashes With Human Factors","Other Electronic Device","."
"2021","Fatal","NEW YORK","Crashes With Human Factors","Outside Car Distraction","1"
"2021","Fatal","NEW YORK","Crashes With Human Factors","Passenger Distraction","."
"2021","Fatal","NEW YORK","Crashes With Human Factors","Passing/Lane Changing/Improper Use","2"
"2021","Fatal","NEW YORK","Crashes With Human Factors","Pedestrian/Bicyclist Error/Confusion","15"
"2021","Fatal","NEW YORK","Crashes With Human Factors","Physical Disability","."
"2021","Fatal","NEW YORK","Crashes With Human Factors","Prescription Medication","."
"2021","Fatal","NEW YORK","Crashes With Human Factors","Reaction to Other Uninvolved Vehicle","."
"2021","Fatal","NEW YORK","Crashes With Human Factors","Texting","."
"2021","Fatal","NEW YORK","Crashes With Human Factors","Traffic Control Device Disregarded","4"
"2021","Fatal","NEW YORK","Crashes With Human Factors","Turning Improperly","1"
"2021","Fatal","NEW YORK","Crashes With Human Factors","Unsafe Speed","11"
"2021","Fatal","NEW YORK","Crashes With Human Factors","Using On Board Navigation Device","."
"2021","Fatal","NEW YORK","Crashes With Human Factors","Vehicle Vandalism","."
"2021","Fatal","NEW YORK","Crashes With Human Factors","Other Human","."
"2021","Fatal","NEW YORK","Crashes With Vehicular Factors","Accelerator Defective","."
"2021","Fatal","NEW YORK","Crashes With Vehicular Factors","Brakes Defective","."
"2021","Fatal","NEW YORK","Crashes With Vehicular Factors","Driverless/Runaway Vehicle","."
"2021","Fatal","NEW YORK","Crashes With Vehicular Factors","Headlights Defective","."
"2021","Fatal","NEW YORK","Crashes With Vehicular Factors","Other Lighting Defects","."
"2021","Fatal","NEW YORK","Crashes With Vehicular Factors","Oversized Vehicle","1"
"2021","Fatal","NEW YORK","Crashes With Vehicular Factors","Steering Failure","."
"2021","Fatal","NEW YORK","Crashes With Vehicular Factors","Tinted Windows","."
"2021","Fatal","NEW YORK","Crashes With Vehicular Factors","Tire Failure/Inadequate","."
"2021","Fatal","NEW YORK","Crashes With Vehicular Factors","Tow Hitch Defective","."
"2021","Fatal","NEW YORK","Crashes With Vehicular Factors","Windshield Inadequate","."
"2021","Fatal","NEW YORK","Crashes With Vehicular Factors","Other Vehicular","."
"2021","Fatal","NEW YORK","Crashes With Environmental Factors","Animal's Action","."
"2021","Fatal","NEW YORK","Crashes With Environmental Factors","Glare","."
"2021","Fatal","NEW YORK","Crashes With Environmental Factors","Lane Marking Improper/Inadequate","."
"2021","Fatal","NEW YORK","Crashes With Environmental Factors","Obstruction/Debris","."
"2021","Fatal","NEW YORK","Crashes With Environmental Factors","Pavement Defective","."
"2021","Fatal","NEW YORK","Crashes With Environmental Factors","Pavement Slippery","."
"2021","Fatal","NEW YORK","Crashes With Environmental Factors","Shoulders Defective/Improper","."
"2021","Fatal","NEW YORK","Crashes With Environmental Factors","Traffic Control Device Improper/Non-Working","."
"2021","Fatal","NEW YORK","Crashes With Environmental Factors","View Obstructed/Limited","1"
"2021","Fatal","PUTNAM","Crashes With Human Factors","Aggressive Driving/Road Rage","."
"2021","Fatal","PUTNAM","Crashes With Human Factors","Alcohol Involvement","1"
"2021","Fatal","PUTNAM","Crashes With Human Factors","Backing Unsafely","."
"2021","Fatal","PUTNAM","Crashes With Human Factors","Cell Phone (hand held)","."
"2021","Fatal","PUTNAM","Crashes With Human Factors","Cell Phone (hands-free)","."
"2021","Fatal","PUTNAM","Crashes With Human Factors","Driver Inattention/Distraction","."
"2021","Fatal","PUTNAM","Crashes With Human Factors","Driver Inexperience","."
"2021","Fatal","PUTNAM","Crashes With Human Factors","Drugs (Illegal)","."
"2021","Fatal","PUTNAM","Crashes With Human Factors","Eating or Drinking","."
"2021","Fatal","PUTNAM","Crashes With Human Factors","Failure to Keep Right","."
"2021","Fatal","PUTNAM","Crashes With Human Factors","Failure to Yield Right-of-Way","."
"2021","Fatal","PUTNAM","Crashes With Human Factors","Fatigued/Drowsy","."
"2021","Fatal","PUTNAM","Crashes With Human Factors","Fell Asleep","."
"2021","Fatal","PUTNAM","Crashes With Human Factors","Following Too Closely","1"
"2021","Fatal","PUTNAM","Crashes With Human Factors","Illness","1"
